SalePrice,YearBuilt,YrSold,NumberSold,MonthSold,Size_sqf,Floor,N_Parkinglot_Ground,N_elevators,N_FacilitiesNearBy_PublicOffice,N_FacilitiesNearBy_Hospital,N_FacilitiesNearBy_Dpartmentstore,N_FacilitiesNearBy_Mall,N_FacilitiesNearBy_Park,N_SchoolNearBy_University,N_FacilitiesNearByTotal,N_SchoolNearByTotal
75221,1993,2008,15,8,644,21,523,20,6,2,0,1,0,5,14,17
84070,1993,2008,15,8,644,6,523,20,6,2,0,1,0,5,14,17
92035,1993,2008,15,8,644,18,523,20,6,2,0,1,0,5,14,17
79646,1992,2008,16,8,644,10,142,8,5,1,1,1,0,4,9,14
204424,1993,2008,15,8,2337,14,523,20,6,2,0,1,0,5,14,17
252212,2007,2008,1,8,914,13,554,10,2,2,2,2,1,2,9,8
194690,1993,2008,15,8,2337,12,523,20,6,2,0,1,0,5,14,17
63716,1992,2008,16,8,576,7,200,10,7,1,1,1,1,5,16,17
37610,1992,2008,16,8,355,10,200,10,7,1,1,1,1,5,16,17
90265,1993,2008,15,8,644,18,523,20,6,2,0,1,0,5,14,17
115044,1993,2008,15,8,914,2,523,20,6,2,0,1,0,5,14,17
273451,2007,2008,1,8,1394,15,554,10,2,2,2,2,1,2,9,8
36283,1992,2008,16,8,355,13,200,10,7,1,1,1,1,5,16,17
154867,2005,2008,3,8,914,8,67,0,5,2,0,1,0,4,13,15
90707,1993,2008,15,8,644,8,523,20,6,2,0,1,0,5,14,17
128318,1993,2008,15,8,914,7,523,20,6,2,0,1,0,5,14,17
172566,2006,2008,2,8,903,3,123,11,3,1,1,1,0,1,8,11
348672,2007,2008,1,8,1387,43,0,16,3,1,2,1,2,2,9,10
362831,2007,2008,1,8,1387,35,0,16,3,1,2,1,2,2,9,10
448672,2007,2008,1,8,1643,35,0,16,3,1,2,1,2,2,9,10
75221,1997,2008,11,9,644,7,82,4,7,1,2,1,1,3,13,7
73451,1997,2008,11,9,644,4,82,4,7,1,2,1,1,3,13,7
70796,1997,2008,11,9,558,13,82,4,7,1,2,1,1,3,13,7
180530,2006,2008,2,9,814,6,111,0,2,1,1,1,0,2,6,9
123008,2003,2008,5,9,907,8,82,4,7,1,2,1,1,3,13,7
100000,1986,2008,22,9,910,16,100,2,5,1,2,1,1,2,11,13
247787,2006,2008,2,9,1437,6,249,11,1,1,0,1,0,2,3,7
90707,1993,2008,15,9,644,9,523,20,6,2,0,1,0,5,14,17
182743,2005,2008,3,9,914,13,67,0,5,2,0,1,0,4,13,15
137168,2005,2008,3,9,743,20,67,0,5,2,0,1,0,4,13,15
61504,1992,2008,16,9,576,2,200,10,7,1,1,1,1,5,16,17
215929,2005,2008,3,9,1184,16,67,0,5,2,0,1,0,4,13,15
291415,2007,2008,1,9,1419,26,554,10,2,2,2,2,1,2,9,8
78318,1993,2008,15,9,644,5,523,20,6,2,0,1,0,5,14,17
46017,1992,2008,16,9,355,9,200,10,7,1,1,1,1,5,16,17
112831,1993,2008,15,9,914,2,523,20,6,2,0,1,0,5,14,17
82743,1993,2008,15,9,644,16,523,20,6,2,0,1,0,5,14,17
66371,1992,2008,16,9,576,11,200,10,7,1,1,1,1,5,16,17
77876,1993,2008,15,9,644,1,523,20,6,2,0,1,0,5,14,17
91150,1993,2008,15,9,644,18,523,20,6,2,0,1,0,5,14,17
137168,2005,2008,3,9,743,19,67,0,5,2,0,1,0,4,13,15
168141,2005,2008,3,9,914,20,67,0,5,2,0,1,0,4,13,15
333628,2007,2008,1,9,1387,16,0,16,3,1,2,1,2,2,9,10
348672,2007,2008,1,9,1387,42,0,16,3,1,2,1,2,2,9,10
143362,1986,2008,22,9,914,2,713,27,5,1,1,0,1,1,9,6
389380,2007,2008,1,9,1519,31,0,16,3,1,2,1,2,2,9,10
141592,1986,2008,22,9,914,2,713,27,5,1,1,0,1,1,9,6
346017,2007,2008,1,9,1387,26,0,16,3,1,2,1,2,2,9,10
58407,1997,2008,11,10,430,8,82,4,7,1,2,1,1,3,13,7
55752,1997,2008,11,10,430,5,82,4,7,1,2,1,1,3,13,7
59115,1985,2008,23,10,587,10,80,2,5,1,2,1,1,0,12,4
92920,1986,2008,22,10,910,11,100,2,5,1,2,1,1,2,11,13
230088,2006,2008,2,10,1149,12,249,11,1,1,0,1,0,2,3,7
127433,1993,2008,15,10,914,8,523,20,6,2,0,1,0,5,14,17
176991,1993,2008,15,10,1761,19,523,20,6,2,0,1,0,5,14,17
119469,1993,2008,15,10,914,4,523,20,6,2,0,1,0,5,14,17
60619,1992,2008,16,10,576,13,200,10,7,1,1,1,1,5,16,17
277256,2007,2008,1,10,1366,5,554,10,2,2,2,2,1,2,9,8
291238,2007,2008,1,10,1394,12,554,10,2,2,2,2,1,2,9,8
281592,2007,2008,1,10,1366,9,554,10,2,2,2,2,1,2,9,8
277256,2007,2008,1,10,1366,4,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,5,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,9,554,10,2,2,2,2,1,2,9,8
209911,2007,2008,1,10,1103,5,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,9,554,10,2,2,2,2,1,2,9,8
277876,2007,2008,1,10,1419,11,554,10,2,2,2,2,1,2,9,8
291238,2007,2008,1,10,1394,14,554,10,2,2,2,2,1,2,9,8
277876,2007,2008,1,10,1419,12,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,3,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,4,554,10,2,2,2,2,1,2,9,8
220265,2007,2008,1,10,1103,30,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,8,554,10,2,2,2,2,1,2,9,8
295575,2007,2008,1,10,1394,25,554,10,2,2,2,2,1,2,9,8
291238,2007,2008,1,10,1394,13,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,7,554,10,2,2,2,2,1,2,9,8
295575,2007,2008,1,10,1394,23,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,4,554,10,2,2,2,2,1,2,9,8
273362,2007,2008,1,10,1419,7,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,6,554,10,2,2,2,2,1,2,9,8
277876,2007,2008,1,10,1419,21,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,5,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,3,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,5,554,10,2,2,2,2,1,2,9,8
273362,2007,2008,1,10,1419,6,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,6,554,10,2,2,2,2,1,2,9,8
277876,2007,2008,1,10,1419,17,554,10,2,2,2,2,1,2,9,8
291238,2007,2008,1,10,1394,12,554,10,2,2,2,2,1,2,9,8
295575,2007,2008,1,10,1394,18,554,10,2,2,2,2,1,2,9,8
295575,2007,2008,1,10,1394,27,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,9,554,10,2,2,2,2,1,2,9,8
295575,2007,2008,1,10,1394,16,554,10,2,2,2,2,1,2,9,8
295575,2007,2008,1,10,1394,17,554,10,2,2,2,2,1,2,9,8
295575,2007,2008,1,10,1394,21,554,10,2,2,2,2,1,2,9,8
282566,2007,2008,1,10,1394,4,554,10,2,2,2,2,1,2,9,8
291238,2007,2008,1,10,1394,14,554,10,2,2,2,2,1,2,9,8
277876,2007,2008,1,10,1419,21,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,6,554,10,2,2,2,2,1,2,9,8
286902,2007,2008,1,10,1394,8,554,10,2,2,2,2,1,2,9,8
291238,2007,2008,1,10,1394,14,554,10,2,2,2,2,1,2,9,8
277876,2007,2008,1,10,1419,16,554,10,2,2,2,2,1,2,9,8
38053,1992,2008,16,10,355,13,200,10,7,1,1,1,1,5,16,17
115044,1993,2008,15,10,914,18,523,20,6,2,0,1,0,5,14,17
123893,1986,2008,22,10,1131,2,713,27,5,1,1,0,1,1,9,6
209734,2007,2008,1,10,868,8,0,16,3,1,2,1,2,2,9,10
155752,1986,2008,22,10,1131,7,713,27,5,1,1,0,1,1,9,6
176991,2006,2008,2,10,903,10,123,11,3,1,1,1,0,1,8,11
556637,2007,2008,1,10,1928,31,0,16,3,1,2,1,2,2,9,10
185840,2006,2008,2,11,910,19,111,0,2,1,1,1,0,2,6,9
47787,1986,2008,22,11,508,2,100,2,5,1,2,1,1,2,11,13
91150,1986,2008,22,11,910,13,100,2,5,1,2,1,1,2,11,13
262831,2006,2008,2,11,1412,8,249,11,1,1,0,1,0,2,3,7
84070,1993,2008,15,11,644,7,523,20,6,2,0,1,0,5,14,17
286902,2007,2008,1,11,1394,10,554,10,2,2,2,2,1,2,9,8
115044,1993,2008,15,11,914,4,523,20,6,2,0,1,0,5,14,17
37168,1992,2008,16,11,355,10,200,10,7,1,1,1,1,5,16,17
138053,2005,2008,3,11,743,13,67,0,5,2,0,1,0,4,13,15
123451,2005,2008,3,11,743,21,67,0,5,2,0,1,0,4,13,15
34955,1992,2008,16,11,355,12,200,10,7,1,1,1,1,5,16,17
291238,2007,2008,1,11,1394,12,554,10,2,2,2,2,1,2,9,8
123893,1993,2008,15,11,914,11,523,20,6,2,0,1,0,5,14,17
115044,1993,2008,15,11,914,5,523,20,6,2,0,1,0,5,14,17
75221,1993,2008,15,11,644,9,523,20,6,2,0,1,0,5,14,17
277256,2007,2008,1,11,1366,3,554,10,2,2,2,2,1,2,9,8
200884,2007,2008,1,11,868,14,0,16,3,1,2,1,2,2,9,10
130973,1986,2008,22,11,914,1,713,27,5,1,1,0,1,1,9,6
71681,1997,2008,11,12,644,10,82,4,7,1,2,1,1,3,13,7
74778,1997,2008,11,12,644,13,82,4,7,1,2,1,1,3,13,7
66814,1997,2008,11,12,558,11,82,4,7,1,2,1,1,3,13,7
119469,2006,2008,2,12,636,19,111,0,2,1,1,1,0,2,6,9
188053,2006,2008,2,12,910,8,111,0,2,1,1,1,0,2,6,9
53097,1985,2008,23,12,587,4,80,2,5,1,2,1,1,0,12,4
284955,2006,2008,2,12,1743,6,249,11,1,1,0,1,0,2,3,7
219026,2007,2008,1,12,1419,17,554,10,2,2,2,2,1,2,9,8
88495,1993,2008,15,12,644,11,523,20,6,2,0,1,0,5,14,17
34070,1992,2008,16,12,355,2,200,10,7,1,1,1,1,5,16,17
95575,1993,2008,15,12,644,7,523,20,6,2,0,1,0,5,14,17
215929,2007,2008,1,12,1394,7,554,10,2,2,2,2,1,2,9,8
66371,1992,2008,16,12,640,9,200,10,7,1,1,1,1,5,16,17
150442,2005,2008,3,12,914,23,67,0,5,2,0,1,0,4,13,15
121238,1993,2008,15,12,914,10,523,20,6,2,0,1,0,5,14,17
408849,2007,2008,1,12,1643,2,0,16,3,1,2,1,2,2,9,10
408849,2007,2008,1,12,1643,2,0,16,3,1,2,1,2,2,9,10
527433,2007,2008,1,12,1928,30,0,16,3,1,2,1,2,2,9,10
150442,1986,2008,22,12,1131,8,713,27,5,1,1,0,1,1,9,6
126548,1993,2009,16,1,914,25,523,20,6,2,0,1,0,5,14,17
209734,2007,2009,2,1,1419,11,554,10,2,2,2,2,1,2,9,8
79646,1993,2009,16,1,644,17,523,20,6,2,0,1,0,5,14,17
79646,1993,2009,16,1,644,18,523,20,6,2,0,1,0,5,14,17
90265,1993,2009,16,1,644,11,523,20,6,2,0,1,0,5,14,17
166814,2005,2009,4,1,1184,6,67,0,5,2,0,1,0,4,13,15
84070,1993,2009,16,1,644,12,523,20,6,2,0,1,0,5,14,17
215176,2007,2009,2,1,1394,6,554,10,2,2,2,2,1,2,9,8
79646,1993,2009,16,1,644,15,523,20,6,2,0,1,0,5,14,17
230088,2007,2009,2,1,1103,21,554,10,2,2,2,2,1,2,9,8
221238,1993,2009,16,1,2337,6,523,20,6,2,0,1,0,5,14,17
32743,1992,2009,17,1,355,1,200,10,7,1,1,1,1,5,16,17
154424,2005,2009,4,1,914,18,67,0,5,2,0,1,0,4,13,15
216371,2007,2009,2,1,868,15,0,16,3,1,2,1,2,2,9,10
501769,2007,2009,2,1,1928,2,0,16,3,1,2,1,2,2,9,10
501769,2007,2009,2,1,1928,3,0,16,3,1,2,1,2,2,9,10
194690,2006,2009,3,2,910,10,111,0,2,1,1,1,0,2,6,9
162831,2005,2009,4,2,914,8,67,0,5,2,0,1,0,4,13,15
123893,1993,2009,16,2,914,4,523,20,6,2,0,1,0,5,14,17
168141,1993,2009,16,2,1761,15,523,20,6,2,0,1,0,5,14,17
137168,2005,2009,4,2,914,4,67,0,5,2,0,1,0,4,13,15
167256,2005,2009,4,2,914,13,67,0,5,2,0,1,0,4,13,15
160176,2005,2009,4,2,914,16,67,0,5,2,0,1,0,4,13,15
144247,2005,2009,4,2,914,22,67,0,5,2,0,1,0,4,13,15
70796,1992,2009,17,2,644,2,142,8,5,1,1,1,0,4,9,14
36814,1992,2009,17,2,355,13,200,10,7,1,1,1,1,5,16,17
51327,1992,2009,17,2,576,1,200,10,7,1,1,1,1,5,16,17
163716,2005,2009,4,2,914,13,67,0,5,2,0,1,0,4,13,15
251769,2007,2009,2,2,1419,21,554,10,2,2,2,2,1,2,9,8
203539,2007,2009,2,2,1394,4,554,10,2,2,2,2,1,2,9,8
247787,2007,2009,2,2,1394,13,554,10,2,2,2,2,1,2,9,8
221238,2007,2009,2,2,1394,12,554,10,2,2,2,2,1,2,9,8
135398,2005,2009,4,2,743,7,67,0,5,2,0,1,0,4,13,15
142920,2005,2009,4,2,743,12,67,0,5,2,0,1,0,4,13,15
221238,2007,2009,2,2,1394,14,554,10,2,2,2,2,1,2,9,8
221238,2007,2009,2,2,1394,12,554,10,2,2,2,2,1,2,9,8
35398,1992,2009,17,2,355,2,200,10,7,1,1,1,1,5,16,17
527433,2007,2009,2,2,1928,28,0,16,3,1,2,1,2,2,9,10
159292,2006,2009,3,2,903,9,123,11,3,1,1,1,0,1,8,11
215929,2007,2009,2,2,868,24,0,16,3,1,2,1,2,2,9,10
115044,1978,2009,31,2,903,9,87,4,3,2,1,1,0,2,7,11
115044,1986,2009,23,2,1131,1,713,27,5,1,1,0,1,1,9,6
138053,1986,2009,23,2,914,10,713,27,5,1,1,0,1,1,9,6
101769,1997,2009,12,3,914,4,82,4,7,1,2,1,1,3,13,7
53982,1997,2009,12,3,430,10,82,4,7,1,2,1,1,3,13,7
58407,1997,2009,12,3,644,12,82,4,7,1,2,1,1,3,13,7
64601,1997,2009,12,3,558,13,82,4,7,1,2,1,1,3,13,7
63716,1997,2009,12,3,644,1,82,4,7,1,2,1,1,3,13,7
203707,2009,2009,0,3,910,10,25,5,2,1,0,0,1,1,6,5
207044,2009,2009,0,3,910,8,25,5,2,1,0,0,1,1,6,5
195566,2009,2009,0,3,910,1,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,3,914,13,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,3,914,12,25,5,2,1,0,0,1,1,6,5
201672,2009,2009,0,3,910,6,25,5,2,1,0,0,1,1,6,5
185840,2006,2009,3,3,910,11,111,0,2,1,1,1,0,2,6,9
150442,2006,2009,3,3,811,1,111,0,2,1,1,1,0,2,6,9
55752,1985,2009,24,3,587,4,80,2,5,1,2,1,1,0,12,4
265486,2006,2009,3,3,1437,29,249,11,1,1,0,1,0,2,3,7
161946,2006,2009,3,3,818,13,249,11,1,1,0,1,0,2,3,7
223893,2007,2009,2,3,1394,8,554,10,2,2,2,2,1,2,9,8
37168,1992,2009,17,3,355,7,200,10,7,1,1,1,1,5,16,17
77876,1993,2009,16,3,644,6,523,20,6,2,0,1,0,5,14,17
53097,1992,2009,17,3,644,1,200,10,7,1,1,1,1,5,16,17
159292,2005,2009,4,3,914,14,67,0,5,2,0,1,0,4,13,15
141592,2005,2009,4,3,743,11,67,0,5,2,0,1,0,4,13,15
138938,2005,2009,4,3,743,15,67,0,5,2,0,1,0,4,13,15
238938,2007,2009,2,3,1366,14,554,10,2,2,2,2,1,2,9,8
209442,2007,2009,2,3,1394,9,554,10,2,2,2,2,1,2,9,8
153097,2005,2009,4,3,914,2,67,0,5,2,0,1,0,4,13,15
75221,1993,2009,16,3,644,9,523,20,6,2,0,1,0,5,14,17
115044,1993,2009,16,3,914,9,523,20,6,2,0,1,0,5,14,17
146017,1993,2009,16,3,1451,6,523,20,6,2,0,1,0,5,14,17
154424,2005,2009,4,3,914,8,67,0,5,2,0,1,0,4,13,15
157522,2008,2009,1,3,829,11,197,14,3,1,1,1,1,2,7,9
110619,1993,2009,16,3,914,7,523,20,6,2,0,1,0,5,14,17
92035,1993,2009,16,3,644,9,523,20,6,2,0,1,0,5,14,17
152212,2005,2009,4,3,914,22,67,0,5,2,0,1,0,4,13,15
225663,2007,2009,2,3,1394,5,554,10,2,2,2,2,1,2,9,8
194690,1993,2009,16,3,1761,5,523,20,6,2,0,1,0,5,14,17
123893,1993,2009,16,3,914,17,523,20,6,2,0,1,0,5,14,17
110619,1993,2009,16,3,914,19,523,20,6,2,0,1,0,5,14,17
123893,2005,2009,4,3,743,4,67,0,5,2,0,1,0,4,13,15
157522,2005,2009,4,3,914,20,67,0,5,2,0,1,0,4,13,15
36283,1992,2009,17,3,355,10,200,10,7,1,1,1,1,5,16,17
128318,1986,2009,23,3,914,6,713,27,5,1,1,0,1,1,9,6
168141,2006,2009,3,3,903,1,123,11,3,1,1,1,0,1,8,11
148672,1986,2009,23,3,1377,1,713,27,5,1,1,0,1,1,9,6
154867,1986,2009,23,3,1131,11,713,27,5,1,1,0,1,1,9,6
191150,2007,2009,2,3,868,11,0,16,3,1,2,1,2,2,9,10
243362,1986,2009,23,3,1796,7,713,27,5,1,1,0,1,1,9,6
230088,1986,2009,23,3,2092,13,713,27,5,1,1,0,1,1,9,6
448672,2007,2009,2,3,1643,42,0,16,3,1,2,1,2,2,9,10
194318,2009,2009,0,4,914,2,25,5,2,1,0,0,1,1,6,5
200318,2009,2009,0,4,910,16,25,5,2,1,0,0,1,1,6,5
209132,2009,2009,0,4,910,13,25,5,2,1,0,0,1,1,6,5
265442,2009,2009,0,4,1160,19,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,4,910,16,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,4,914,19,25,5,2,1,0,0,1,1,6,5
262920,2009,2009,0,4,1160,7,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,4,910,10,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,4,910,15,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,4,910,12,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,4,910,19,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,4,914,17,25,5,2,1,0,0,1,1,6,5
177433,2006,2009,3,4,910,4,111,0,2,1,1,1,0,2,6,9
181415,2006,2009,3,4,818,20,249,11,1,1,0,1,0,2,3,7
76991,1993,2009,16,4,644,5,523,20,6,2,0,1,0,5,14,17
88495,1993,2009,16,4,644,3,523,20,6,2,0,1,0,5,14,17
150442,1993,2009,16,4,1451,8,523,20,6,2,0,1,0,5,14,17
213274,2007,2009,2,4,1103,18,554,10,2,2,2,2,1,2,9,8
37168,1992,2009,17,4,355,13,200,10,7,1,1,1,1,5,16,17
67256,1992,2009,17,4,576,14,200,10,7,1,1,1,1,5,16,17
76548,1993,2009,16,4,644,5,523,20,6,2,0,1,0,5,14,17
48672,1992,2009,17,4,576,9,200,10,7,1,1,1,1,5,16,17
212389,2007,2009,2,4,1394,5,554,10,2,2,2,2,1,2,9,8
168141,1993,2009,16,4,1761,16,523,20,6,2,0,1,0,5,14,17
84070,1993,2009,16,4,644,3,523,20,6,2,0,1,0,5,14,17
149557,2005,2009,4,4,914,15,67,0,5,2,0,1,0,4,13,15
194690,2005,2009,4,4,1184,13,67,0,5,2,0,1,0,4,13,15
161946,2005,2009,4,4,914,11,67,0,5,2,0,1,0,4,13,15
84070,1992,2009,17,4,914,3,142,8,5,1,1,1,0,4,9,14
90265,1993,2009,16,4,644,15,523,20,6,2,0,1,0,5,14,17
128318,2005,2009,4,4,743,2,67,0,5,2,0,1,0,4,13,15
164601,2005,2009,4,4,914,21,67,0,5,2,0,1,0,4,13,15
221238,2007,2009,2,4,1394,6,554,10,2,2,2,2,1,2,9,8
229203,2007,2009,2,4,1419,8,554,10,2,2,2,2,1,2,9,8
203539,2005,2009,4,4,1184,21,67,0,5,2,0,1,0,4,13,15
165486,2005,2009,4,4,914,16,67,0,5,2,0,1,0,4,13,15
185840,1993,2009,16,4,2337,11,523,20,6,2,0,1,0,5,14,17
415929,2007,2009,2,4,1643,2,0,16,3,1,2,1,2,2,9,10
141592,1986,2009,23,4,914,7,713,27,5,1,1,0,1,1,9,6
380530,2007,2009,2,4,1519,26,0,16,3,1,2,1,2,2,9,10
448672,2007,2009,2,4,1643,33,0,16,3,1,2,1,2,2,9,10
155752,2006,2009,3,4,903,4,123,11,3,1,1,1,0,1,8,11
152654,2006,2009,3,4,903,2,123,11,3,1,1,1,0,1,8,11
286194,2007,2009,2,4,1643,2,0,16,3,1,2,1,2,2,9,10
153097,2006,2009,3,4,903,7,123,11,3,1,1,1,0,1,8,11
201672,2009,2009,0,5,910,6,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,5,910,17,25,5,2,1,0,0,1,1,6,5
265442,2009,2009,0,5,1160,18,25,5,2,1,0,0,1,1,6,5
196389,2009,2009,0,5,914,3,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,5,914,16,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,5,914,20,25,5,2,1,0,0,1,1,6,5
207044,2009,2009,0,5,910,8,25,5,2,1,0,0,1,1,6,5
61946,1985,2009,24,5,587,9,80,2,5,1,2,1,1,0,12,4
232743,2006,2009,3,5,1149,23,249,11,1,1,0,1,0,2,3,7
265486,2006,2009,3,5,1412,31,249,11,1,1,0,1,0,2,3,7
274336,2006,2009,3,5,1743,8,249,11,1,1,0,1,0,2,3,7
196460,2006,2009,3,5,914,18,249,11,1,1,0,1,0,2,3,7
87610,1993,2009,16,5,644,14,523,20,6,2,0,1,0,5,14,17
221238,2007,2009,2,5,1394,4,554,10,2,2,2,2,1,2,9,8
37610,1992,2009,17,5,355,8,200,10,7,1,1,1,1,5,16,17
161061,2005,2009,4,5,914,14,67,0,5,2,0,1,0,4,13,15
295575,2007,2009,2,5,1394,19,554,10,2,2,2,2,1,2,9,8
34513,1992,2009,17,5,355,4,200,10,7,1,1,1,1,5,16,17
81415,1993,2009,16,5,644,7,523,20,6,2,0,1,0,5,14,17
150442,2005,2009,4,5,914,9,67,0,5,2,0,1,0,4,13,15
135398,2005,2009,4,5,743,7,67,0,5,2,0,1,0,4,13,15
119469,1993,2009,16,5,914,11,523,20,6,2,0,1,0,5,14,17
121681,2005,2009,4,5,743,1,67,0,5,2,0,1,0,4,13,15
147787,2005,2009,4,5,914,3,67,0,5,2,0,1,0,4,13,15
56637,1992,2009,17,5,576,9,200,10,7,1,1,1,1,5,16,17
161061,2005,2009,4,5,914,17,67,0,5,2,0,1,0,4,13,15
141592,2005,2009,4,5,743,10,67,0,5,2,0,1,0,4,13,15
362831,2007,2009,2,5,1519,16,0,16,3,1,2,1,2,2,9,10
144247,1986,2009,23,5,914,7,713,27,5,1,1,0,1,1,9,6
184070,1986,2009,23,5,1377,4,713,27,5,1,1,0,1,1,9,6
203539,2007,2009,2,5,868,22,0,16,3,1,2,1,2,2,9,10
153982,1986,2009,23,5,1131,7,713,27,5,1,1,0,1,1,9,6
161061,1986,2009,23,5,1131,9,713,27,5,1,1,0,1,1,9,6
149557,1986,2009,23,5,1313,10,713,27,5,1,1,0,1,1,9,6
141592,1986,2009,23,5,914,8,713,27,5,1,1,0,1,1,9,6
123893,1978,2009,31,5,903,6,87,4,3,2,1,1,0,2,7,11
159292,1986,2009,23,5,1131,12,713,27,5,1,1,0,1,1,9,6
176991,1986,2009,23,5,1377,5,713,27,5,1,1,0,1,1,9,6
160176,2006,2009,3,5,903,12,123,11,3,1,1,1,0,1,8,11
201672,2009,2009,0,6,910,5,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,6,910,13,25,5,2,1,0,0,1,1,6,5
265442,2009,2009,0,6,1160,15,25,5,2,1,0,0,1,1,6,5
198451,2009,2009,0,6,914,9,25,5,2,1,0,0,1,1,6,5
207044,2009,2009,0,6,910,9,25,5,2,1,0,0,1,1,6,5
201672,2009,2009,0,6,910,5,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,6,910,11,25,5,2,1,0,0,1,1,6,5
200522,2009,2009,0,6,914,10,25,5,2,1,0,0,1,1,6,5
198451,2009,2009,0,6,914,7,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,6,910,15,25,5,2,1,0,0,1,1,6,5
200318,2009,2009,0,6,910,14,25,5,2,1,0,0,1,1,6,5
198451,2009,2009,0,6,914,6,25,5,2,1,0,0,1,1,6,5
198256,2009,2009,0,6,910,9,25,5,2,1,0,0,1,1,6,5
198256,2009,2009,0,6,910,8,25,5,2,1,0,0,1,1,6,5
203646,2009,2009,0,6,910,10,25,5,2,1,0,0,1,1,6,5
200318,2009,2009,0,6,910,12,25,5,2,1,0,0,1,1,6,5
192920,2006,2009,3,6,910,6,111,0,2,1,1,1,0,2,6,9
119469,2006,2009,3,6,636,1,111,0,2,1,1,1,0,2,6,9
57522,1985,2009,24,6,587,7,80,2,5,1,2,1,1,0,12,4
199115,2006,2009,3,6,914,17,249,11,1,1,0,1,0,2,3,7
150442,2006,2009,3,6,818,7,249,11,1,1,0,1,0,2,3,7
184955,2006,2009,3,6,914,2,249,11,1,1,0,1,0,2,3,7
137168,2005,2009,4,6,914,21,67,0,5,2,0,1,0,4,13,15
154867,2005,2009,4,6,914,16,67,0,5,2,0,1,0,4,13,15
233628,2007,2009,2,6,1419,5,554,10,2,2,2,2,1,2,9,8
90707,1993,2009,16,6,644,9,523,20,6,2,0,1,0,5,14,17
139823,2005,2009,4,6,743,22,67,0,5,2,0,1,0,4,13,15
265486,2007,2009,2,6,1448,31,554,10,2,2,2,2,1,2,9,8
176991,1993,2009,16,6,1761,11,523,20,6,2,0,1,0,5,14,17
57522,1992,2009,17,6,576,8,200,10,7,1,1,1,1,5,16,17
78318,1992,2009,17,6,644,16,142,8,5,1,1,1,0,4,9,14
37168,1992,2009,17,6,355,11,200,10,7,1,1,1,1,5,16,17
79646,1993,2009,16,6,644,5,523,20,6,2,0,1,0,5,14,17
115044,1993,2009,16,6,914,2,523,20,6,2,0,1,0,5,14,17
214159,2008,2009,1,6,1167,19,197,14,3,1,1,1,1,2,7,9
164601,2005,2009,4,6,914,12,67,0,5,2,0,1,0,4,13,15
135840,2005,2009,4,6,743,4,67,0,5,2,0,1,0,4,13,15
79646,1992,2009,17,6,644,9,142,8,5,1,1,1,0,4,9,14
161504,2008,2009,1,6,829,4,197,14,3,1,1,1,1,2,7,9
172566,2005,2009,4,6,1184,17,67,0,5,2,0,1,0,4,13,15
346017,2007,2009,2,6,1387,26,0,16,3,1,2,1,2,2,9,10
208849,2007,2009,2,6,868,25,0,16,3,1,2,1,2,2,9,10
416814,2007,2009,2,6,1643,14,0,16,3,1,2,1,2,2,9,10
206194,2007,2009,2,6,868,7,0,16,3,1,2,1,2,2,9,10
527433,2007,2009,2,6,1928,21,0,16,3,1,2,1,2,2,9,10
141592,1986,2009,23,6,914,2,713,27,5,1,1,0,1,1,9,6
194690,2007,2009,2,6,868,5,0,16,3,1,2,1,2,2,9,10
362831,2007,2009,2,6,1387,43,0,16,3,1,2,1,2,2,9,10
306194,2007,2009,2,6,1387,26,0,16,3,1,2,1,2,2,9,10
