ID,SalePrice,YearBuilt,YrSold,Size,Floor,N_Parkinglot,N_elevators,N_FacilitiesNearBy,N_FacilitiesNearBy,N_FacilitiesNearBy,N_SchoolNearBy
1568,76548,1997,2010,644,4,56,4,7,1,1,0
1569,75221,1997,2010,644,10,56,4,7,1,1,0
1570,149557,2006,2010,636,9,184,0,2,1,1,2
1571,191150,2006,2010,910,11,184,0,2,1,1,2
1572,199115,2006,2010,910,19,184,0,2,1,1,2
1573,183185,2006,2010,910,6,184,0,2,1,1,2
1574,191150,2006,2010,910,9,184,0,2,1,1,2
1575,408849,2007,2010,1690,3,605,5,4,1,1,1
1576,368141,2007,2010,1334,27,605,5,4,1,1,1
1577,383185,2007,2010,1483,12,605,5,4,1,1,1
1578,383185,2007,2010,1483,14,605,5,4,1,1,1
1579,422123,2007,2010,1690,5,605,5,4,1,1,1
1580,383185,2007,2010,1483,13,605,5,4,1,1,1
1581,348672,2007,2010,1483,4,605,5,4,1,1,1
1582,370796,2007,2010,1483,16,605,5,4,1,1,1
1583,422123,2007,2010,1690,5,605,5,4,1,1,1
1584,57522,1986,2010,508,3,18,2,5,1,1,3
1585,97345,1986,2010,793,16,18,2,5,1,1,3
1586,65929,1986,2010,508,7,18,2,5,1,1,3
1587,194690,2006,2010,914,25,536,11,1,1,1,1
1588,238053,2006,2010,1412,4,536,11,1,1,1,1
1589,258407,2006,2010,1437,5,536,11,1,1,1,1
1590,176991,2008,2010,914,3,475,14,3,1,1,2
1591,128318,1993,2010,914,5,536,20,6,2,1,5
1592,130973,2005,2010,743,6,798,0,5,2,1,4
1593,141592,2005,2010,743,11,798,0,5,2,1,4
1594,200884,2005,2010,1184,11,798,0,5,2,1,4
1595,179646,2008,2010,914,5,475,14,3,1,1,2
1596,132743,1993,2010,914,6,536,20,6,2,1,5
1597,82300,1993,2010,644,6,536,20,6,2,1,5
1598,236283,2007,2010,1394,13,524,10,2,2,2,2
1599,170796,2005,2010,914,23,798,0,5,2,1,4
1600,238938,2007,2010,1394,18,524,10,2,2,2,2
1601,168141,2005,2010,914,20,798,0,5,2,1,4
1602,84070,1992,2010,644,6,79,8,5,1,1,4
1603,95575,1993,2010,644,13,536,20,6,2,1,5
1604,230088,2007,2010,1394,8,524,10,2,2,2,2
1605,132300,1993,2010,914,24,536,20,6,2,1,5
1606,38495,1992,2010,355,13,0,10,7,1,1,5
1607,88495,1992,2010,644,14,79,8,5,1,1,4
1608,277876,2007,2010,1366,3,524,10,2,2,2,2
1609,94690,1993,2010,644,14,536,20,6,2,1,5
1610,112566,2005,2010,572,8,798,0,5,2,1,4
1611,37610,1992,2010,355,2,0,10,7,1,1,5
1612,61946,1992,2010,576,2,0,10,7,1,1,5
1613,172566,2005,2010,914,22,798,0,5,2,1,4
1614,170796,2005,2010,914,15,798,0,5,2,1,4
1615,212389,2008,2010,914,10,475,14,3,1,1,2
1616,61681,1992,2010,576,11,0,10,7,1,1,5
1617,113716,2005,2010,572,3,798,0,5,2,1,4
1618,221238,2007,2010,1366,21,524,10,2,2,2,2
1619,240707,2007,2010,868,19,1270,16,3,1,1,2
1620,242477,2007,2010,868,17,1270,16,3,1,1,2
1621,176991,1986,2010,1377,6,0,27,5,1,0,1
1622,233628,2007,2010,868,21,1270,16,3,1,1,2
1623,221238,2007,2010,868,10,1270,16,3,1,1,2
1624,104424,1978,2010,871,6,0,4,3,2,1,3
1625,346017,2007,2010,1387,24,1270,16,3,1,1,2
1626,163716,2006,2010,814,15,184,0,2,1,1,2
1627,198849,2006,2010,910,11,184,0,2,1,1,2
1628,64601,1985,2010,676,10,76,2,5,1,1,1
1629,371681,2007,2010,1483,6,605,5,4,1,1,1
1630,360176,2007,2010,1690,10,605,5,4,1,1,1
1631,370796,2007,2010,1483,13,605,5,4,1,1,1
1632,405309,2007,2010,1483,26,605,5,4,1,1,1
1633,370796,2007,2010,1483,15,605,5,4,1,1,1
1634,383185,2007,2010,1483,18,605,5,4,1,1,1
1635,382300,2007,2010,1483,23,605,5,4,1,1,1
1636,65929,1986,2010,508,7,18,2,5,1,1,3
1637,199115,2006,2010,914,24,536,11,1,1,1,1
1638,189823,2006,2010,914,10,536,11,1,1,1,1
1639,314159,2006,2010,2056,15,536,11,1,1,1,1
1640,83185,1992,2010,644,9,79,8,5,1,1,4
1641,142477,2005,2010,743,15,798,0,5,2,1,4
1642,92920,1993,2010,644,3,536,20,6,2,1,5
1643,132743,1993,2010,914,16,536,20,6,2,1,5
1644,63893,1992,2010,576,11,0,10,7,1,1,5
1645,108407,1992,2010,914,3,79,8,5,1,1,4
1646,175221,2005,2010,914,1,798,0,5,2,1,4
1647,92920,1993,2010,644,19,536,20,6,2,1,5
1648,63716,1992,2010,576,14,0,10,7,1,1,5
1649,168141,2008,2010,829,4,475,14,3,1,1,2
1650,243362,2007,2010,1366,4,524,10,2,2,2,2
1651,146460,2005,2010,743,17,798,0,5,2,1,4
1652,62389,1992,2010,576,13,0,10,7,1,1,5
1653,181415,2008,2010,914,18,475,14,3,1,1,2
1654,168141,1993,2010,1761,7,536,20,6,2,1,5
1655,34513,1992,2010,355,2,0,10,7,1,1,5
1656,41061,1992,2010,355,14,0,10,7,1,1,5
1657,142035,2005,2010,743,12,798,0,5,2,1,4
1658,97345,1993,2010,644,17,536,20,6,2,1,5
1659,132743,1993,2010,914,5,536,20,6,2,1,5
1660,245575,2007,2010,1394,26,524,10,2,2,2,2
1661,221238,2008,2010,1167,15,475,14,3,1,1,2
1662,167256,2005,2010,914,19,798,0,5,2,1,4
1663,167699,2005,2010,914,6,798,0,5,2,1,4
1664,176991,2008,2010,829,6,475,14,3,1,1,2
1665,73840,2005,2010,572,19,798,0,5,2,1,4
1666,228318,2007,2010,1103,21,524,10,2,2,2,2
1667,135398,1993,2010,914,6,536,20,6,2,1,5
1668,119469,1978,2010,903,5,0,4,3,2,1,3
1669,159292,2006,2010,903,4,181,11,3,1,1,3
1670,228318,2007,2010,868,19,1270,16,3,1,1,2
1671,207964,2007,2010,868,4,1270,16,3,1,1,2
1672,218584,2007,2010,868,11,1270,16,3,1,1,2
1673,206194,2007,2010,868,12,1270,16,3,1,1,2
1674,190265,2007,2010,868,5,1270,16,3,1,1,2
1675,215044,2007,2010,868,18,1270,16,3,1,1,2
1676,112389,1978,2010,903,12,0,4,3,2,1,3
1677,230088,2007,2010,868,17,1270,16,3,1,1,2
1678,234513,2007,2010,868,22,1270,16,3,1,1,2
1679,75221,1997,2011,644,11,56,4,7,1,1,0
1680,74778,1997,2011,644,12,56,4,7,1,1,0
1681,76106,1997,2011,644,7,56,4,7,1,1,0
1682,66814,1997,2011,558,8,56,4,7,1,1,0
1683,128318,1997,2011,914,10,56,4,7,1,1,0
1684,90707,1997,2011,914,1,56,4,7,1,1,0
1685,76991,1980,2011,910,2,1174,20,7,1,1,5
1686,199115,2006,2011,910,13,184,0,2,1,1,2
1687,201769,2006,2011,910,20,184,0,2,1,1,2
1688,181415,2006,2011,811,19,184,0,2,1,1,2
1689,192920,2006,2011,910,13,184,0,2,1,1,2
1690,435398,2007,2011,1690,6,605,5,4,1,1,1
1691,393805,2007,2011,1483,25,605,5,4,1,1,1
1692,448672,2007,2011,1690,10,605,5,4,1,1,1
1693,383185,2007,2011,1444,11,605,5,4,1,1,1
1694,383185,2007,2011,1483,14,605,5,4,1,1,1
1695,393805,2007,2011,1483,21,605,5,4,1,1,1
1696,394690,2007,2011,1444,24,605,5,4,1,1,1
1697,394690,2007,2011,1444,21,605,5,4,1,1,1
1698,406194,2007,2011,1444,28,605,5,4,1,1,1
1699,382300,2007,2011,1483,22,605,5,4,1,1,1
1700,419469,2007,2011,1629,6,605,5,4,1,1,1
1701,370796,2007,2011,1483,12,605,5,4,1,1,1
1702,360176,2007,2011,1483,7,605,5,4,1,1,1
1703,394690,2007,2011,1444,22,605,5,4,1,1,1
1704,393805,2007,2011,1483,23,605,5,4,1,1,1
1705,370796,2007,2011,1483,11,605,5,4,1,1,1
1706,360176,2007,2011,1483,4,605,5,4,1,1,1
1707,393805,2007,2011,1483,20,605,5,4,1,1,1
1708,59911,1986,2011,508,11,18,2,5,1,1,3
1709,278761,2006,2011,1412,30,536,11,1,1,1,1
1710,186725,2006,2011,914,13,536,11,1,1,1,1
1711,115044,1992,2011,1448,13,79,8,5,1,1,4
1712,223008,2007,2011,1103,18,524,10,2,2,2,2
1713,185840,2008,2011,914,25,475,14,3,1,1,2
1714,92035,1993,2011,644,19,536,20,6,2,1,5
1715,38053,1992,2011,355,1,0,10,7,1,1,5
1716,176991,2008,2011,914,6,475,14,3,1,1,2
1717,215929,2007,2011,1103,16,524,10,2,2,2,2
1718,145132,2005,2011,743,17,798,0,5,2,1,4
1719,171681,2005,2011,914,19,798,0,5,2,1,4
1720,214601,2007,2011,1103,5,524,10,2,2,2,2
1721,167256,2005,2011,914,13,798,0,5,2,1,4
1722,271681,2007,2011,1366,11,524,10,2,2,2,2
1723,171681,2005,2011,914,10,798,0,5,2,1,4
1724,40088,1992,2011,355,4,0,10,7,1,1,5
1725,143805,2005,2011,743,5,798,0,5,2,1,4
1726,83185,1993,2011,644,2,536,20,6,2,1,5
1727,199115,2005,2011,1184,7,798,0,5,2,1,4
1728,219469,2005,2011,1184,10,798,0,5,2,1,4
1729,171681,2005,2011,914,21,798,0,5,2,1,4
1730,130088,1993,2011,914,13,536,20,6,2,1,5
1731,142477,2005,2011,743,16,798,0,5,2,1,4
1732,169026,2005,2011,914,18,798,0,5,2,1,4
1733,163716,2008,2011,829,2,475,14,3,1,1,2
1734,92920,1993,2011,644,4,536,20,6,2,1,5
1735,113274,2005,2011,572,8,798,0,5,2,1,4
1736,175221,2005,2011,914,16,798,0,5,2,1,4
1737,91150,1993,2011,644,14,536,20,6,2,1,5
1738,135398,1993,2011,914,15,536,20,6,2,1,5
1739,43362,1992,2011,355,11,0,10,7,1,1,5
1740,84070,1993,2011,644,1,536,20,6,2,1,5
1741,86725,1992,2011,644,7,79,8,5,1,1,4
1742,136283,1986,2011,914,12,0,27,5,1,0,1
1743,154424,1986,2011,1131,6,0,27,5,1,0,1
1744,215929,2007,2011,868,17,1270,16,3,1,1,2
1745,159292,2006,2011,903,12,181,11,3,1,1,3
1746,168141,1986,2011,1131,7,0,27,5,1,0,1
1747,205752,2007,2011,868,15,1270,16,3,1,1,2
1748,141592,1986,2011,914,7,0,27,5,1,0,1
1749,154867,1986,2011,1131,3,0,27,5,1,0,1
1750,161946,1986,2011,1131,8,0,27,5,1,0,1
1751,194690,1986,2011,1377,11,0,27,5,1,0,1
1752,345132,2007,2011,1519,11,1270,16,3,1,1,2
1753,172566,2009,2011,910,20,203,5,2,1,0,1
1754,178761,2009,2011,914,15,203,5,2,1,0,1
1755,194690,2006,2011,910,5,184,0,2,1,1,2
1756,60176,1985,2011,587,7,76,2,5,1,1,1
1757,458407,2007,2011,1629,26,605,5,4,1,1,1
1758,368141,2007,2011,1334,28,605,5,4,1,1,1
1759,422123,2007,2011,1690,5,605,5,4,1,1,1
1760,432743,2007,2011,1629,19,605,5,4,1,1,1
1761,370796,2007,2011,1483,10,605,5,4,1,1,1
1762,383185,2007,2011,1483,15,605,5,4,1,1,1
1763,393805,2007,2011,1483,21,605,5,4,1,1,1
1764,422123,2007,2011,1690,4,605,5,4,1,1,1
1765,383185,2007,2011,1483,14,605,5,4,1,1,1
1766,432743,2007,2011,1629,15,605,5,4,1,1,1
1767,407079,2007,2011,1629,4,605,5,4,1,1,1
1768,176991,2006,2011,818,3,536,11,1,1,1,1
1769,171681,2006,2011,818,22,536,11,1,1,1,1
1770,203539,2006,2011,914,6,536,11,1,1,1,1
1771,202654,2005,2011,1184,6,798,0,5,2,1,4
1772,137168,1992,2011,1448,2,79,8,5,1,1,4
1773,178761,2008,2011,914,20,475,14,3,1,1,2
1774,96902,1993,2011,644,7,536,20,6,2,1,5
1775,138495,1993,2011,914,16,536,20,6,2,1,5
1776,139823,2005,2011,743,1,798,0,5,2,1,4
1777,185840,1993,2011,1761,3,536,20,6,2,1,5
1778,140707,2005,2011,743,2,798,0,5,2,1,4
1779,82300,1993,2011,644,8,536,20,6,2,1,5
1780,135398,1993,2011,914,19,536,20,6,2,1,5
1781,177876,2008,2011,914,4,475,14,3,1,1,2
1782,65486,1992,2011,576,6,0,10,7,1,1,5
1783,172566,2005,2011,914,11,798,0,5,2,1,4
1784,39823,1992,2011,355,13,0,10,7,1,1,5
1785,197345,2007,2011,1103,3,524,10,2,2,2,2
1786,97345,1993,2011,644,7,536,20,6,2,1,5
1787,148230,2005,2011,743,16,798,0,5,2,1,4
1788,185840,2005,2011,1184,3,798,0,5,2,1,4
1789,136725,2005,2011,743,1,798,0,5,2,1,4
1790,169026,2005,2011,914,18,798,0,5,2,1,4
1791,242477,2008,2011,1167,10,475,14,3,1,1,2
1792,108849,1992,2011,914,1,79,8,5,1,1,4
1793,210619,2005,2011,1184,13,798,0,5,2,1,4
1794,115044,1993,2011,914,12,536,20,6,2,1,5
1795,74778,1992,2011,640,9,0,10,7,1,1,5
1796,175221,2005,2011,914,22,798,0,5,2,1,4
1797,105309,1993,2011,644,20,536,20,6,2,1,5
1798,181415,1993,2011,1761,14,536,20,6,2,1,5
1799,234513,2008,2011,1167,8,475,14,3,1,1,2
1800,88495,1992,2011,644,19,79,8,5,1,1,4
1801,115044,1992,2011,1448,5,79,8,5,1,1,4
1802,166371,2005,2011,914,13,798,0,5,2,1,4
1803,178761,2008,2011,914,7,475,14,3,1,1,2
1804,161061,1986,2011,1131,8,0,27,5,1,0,1
1805,181415,2006,2011,903,12,181,11,3,1,1,3
1806,353982,2007,2011,1387,37,1270,16,3,1,1,2
1807,237168,2007,2011,868,12,1270,16,3,1,1,2
1808,238053,2007,2011,868,23,1270,16,3,1,1,2
1809,210619,2007,2011,868,12,1270,16,3,1,1,2
1810,216814,2007,2011,868,17,1270,16,3,1,1,2
1811,185398,2006,2011,903,15,181,11,3,1,1,3
1812,158407,2006,2011,903,3,181,11,3,1,1,3
1813,66371,1997,2011,558,6,56,4,7,1,1,0
1814,69911,1997,2011,558,11,56,4,7,1,1,0
1815,70796,1997,2011,558,10,56,4,7,1,1,0
1816,77433,1997,2011,644,10,56,4,7,1,1,0
1817,174778,2009,2011,910,5,203,5,2,1,0,1
1818,159292,2009,2011,910,15,203,5,2,1,0,1
1819,180530,2009,2011,910,7,203,5,2,1,0,1
1820,167256,2006,2011,811,3,184,0,2,1,1,2
1821,203539,2006,2011,910,18,184,0,2,1,1,2
1822,177699,2006,2011,811,12,184,0,2,1,1,2
1823,446017,2007,2011,1629,21,605,5,4,1,1,1
1824,446017,2007,2011,1629,25,605,5,4,1,1,1
1825,446017,2007,2011,1629,20,605,5,4,1,1,1
1826,446017,2007,2011,1629,24,605,5,4,1,1,1
1827,432743,2007,2011,1629,11,605,5,4,1,1,1
1828,448672,2007,2011,1690,12,605,5,4,1,1,1
1829,448672,2007,2011,1690,11,605,5,4,1,1,1
1830,446017,2007,2011,1629,23,605,5,4,1,1,1
1831,435398,2007,2011,1690,6,605,5,4,1,1,1
1832,419469,2007,2011,1629,7,605,5,4,1,1,1
1833,393805,2007,2011,1483,20,605,5,4,1,1,1
1834,392920,2007,2011,1483,26,605,5,4,1,1,1
1835,393805,2007,2011,1483,24,605,5,4,1,1,1
1836,422123,2007,2011,1690,4,605,5,4,1,1,1
1837,422123,2007,2011,1690,4,605,5,4,1,1,1
1838,55752,1986,2011,508,5,18,2,5,1,1,3
1839,56637,1986,2011,508,7,18,2,5,1,1,3
1840,252212,2006,2011,1412,12,536,11,1,1,1,1
1841,238938,2006,2011,1149,16,536,11,1,1,1,1
1842,238938,2006,2011,1743,8,536,11,1,1,1,1
1843,219469,2005,2011,1184,10,798,0,5,2,1,4
1844,175221,2005,2011,914,11,798,0,5,2,1,4
1845,97345,2005,2011,572,10,798,0,5,2,1,4
1846,176991,1993,2011,1451,9,536,20,6,2,1,5
1847,194690,2007,2011,914,13,524,10,2,2,2,2
1848,96460,1993,2011,644,12,536,20,6,2,1,5
1849,185840,2007,2011,914,3,524,10,2,2,2,2
1850,171681,2005,2011,914,13,798,0,5,2,1,4
1851,89380,1992,2011,644,12,79,8,5,1,1,4
1852,143362,1993,2011,914,7,536,20,6,2,1,5
1853,39823,1992,2011,355,11,0,10,7,1,1,5
1854,119469,1992,2011,914,16,79,8,5,1,1,4
1855,168141,2005,2011,914,22,798,0,5,2,1,4
1856,97345,1993,2011,644,10,536,20,6,2,1,5
1857,250442,2007,2011,1419,7,524,10,2,2,2,2
1858,169292,2005,2011,914,11,798,0,5,2,1,4
1859,84513,1993,2011,644,1,536,20,6,2,1,5
1860,115929,2005,2011,572,4,798,0,5,2,1,4
1861,123008,1992,2011,914,7,79,8,5,1,1,4
1862,216371,2007,2011,1103,5,524,10,2,2,2,2
1863,194690,2005,2011,1184,21,798,0,5,2,1,4
1864,184070,2005,2011,914,14,798,0,5,2,1,4
1865,165486,2005,2011,914,2,798,0,5,2,1,4
1866,88495,1992,2011,644,17,79,8,5,1,1,4
1867,100000,1993,2011,644,13,536,20,6,2,1,5
1868,115044,2005,2011,572,20,798,0,5,2,1,4
1869,115044,2005,2011,572,4,798,0,5,2,1,4
1870,145132,2005,2011,743,9,798,0,5,2,1,4
1871,148672,1986,2011,1131,3,0,27,5,1,0,1
1872,176991,1986,2011,1131,5,0,27,5,1,0,1
1873,230088,2007,2011,868,20,1270,16,3,1,1,2
1874,212389,2007,2011,868,15,1270,16,3,1,1,2
1875,207079,2007,2011,868,5,1270,16,3,1,1,2
1876,206194,2007,2011,868,22,1270,16,3,1,1,2
1877,168141,1986,2011,1313,5,0,27,5,1,0,1
1878,163716,2006,2011,903,8,181,11,3,1,1,3
1879,127876,1986,2011,914,3,0,27,5,1,0,1
1880,145132,1986,2011,914,12,0,27,5,1,0,1
1881,129203,1997,2011,914,10,56,4,7,1,1,0
1882,176106,2009,2011,910,9,203,5,2,1,0,1
1883,143805,2006,2011,636,3,184,0,2,1,1,2
1884,117699,2003,2011,907,3,56,4,7,1,1,0
1885,170353,2006,2011,814,7,184,0,2,1,1,2
1886,393805,2007,2011,1483,22,605,5,4,1,1,1
1887,393805,2007,2011,1483,24,605,5,4,1,1,1
1888,393805,2007,2011,1629,3,605,5,4,1,1,1
1889,205309,2006,2011,914,11,536,11,1,1,1,1
1890,189380,2006,2011,914,5,536,11,1,1,1,1
1891,200000,2006,2011,914,7,536,11,1,1,1,1
1892,95575,1993,2011,644,1,536,20,6,2,1,5
1893,80088,1992,2011,640,6,0,10,7,1,1,5
1894,197345,2008,2011,829,17,475,14,3,1,1,2
1895,99115,1993,2011,644,7,536,20,6,2,1,5
1896,171681,2005,2011,914,24,798,0,5,2,1,4
1897,143805,1993,2011,914,9,536,20,6,2,1,5
1898,119469,2005,2011,572,16,798,0,5,2,1,4
1899,236283,2007,2011,1103,30,524,10,2,2,2,2
1900,171238,2005,2011,914,9,798,0,5,2,1,4
1901,170796,2005,2011,914,16,798,0,5,2,1,4
1902,137168,1992,2011,1448,3,79,8,5,1,1,4
1903,283185,2007,2011,1394,10,524,10,2,2,2,2
1904,180088,2005,2011,914,23,798,0,5,2,1,4
1905,227433,1993,2011,2337,13,536,20,6,2,1,5
1906,230088,2007,2011,1394,8,524,10,2,2,2,2
1907,171681,2005,2011,914,8,798,0,5,2,1,4
1908,109734,2005,2011,572,1,798,0,5,2,1,4
1909,69469,1992,2011,576,13,0,10,7,1,1,5
1910,168141,2008,2011,829,8,475,14,3,1,1,2
1911,39823,1992,2011,355,1,0,10,7,1,1,5
1912,153097,2005,2011,743,9,798,0,5,2,1,4
1913,185840,2005,2011,914,9,798,0,5,2,1,4
1914,66371,1992,2011,576,5,0,10,7,1,1,5
1915,205309,1993,2011,1761,15,536,20,6,2,1,5
1916,202654,1993,2011,2337,16,536,20,6,2,1,5
1917,169911,2005,2011,914,7,798,0,5,2,1,4
1918,157522,2005,2011,743,13,798,0,5,2,1,4
1919,171681,2005,2011,914,15,798,0,5,2,1,4
1920,267256,1986,2011,1796,9,0,27,5,1,0,1
1921,159292,1986,2011,1313,3,0,27,5,1,0,1
1922,153097,1986,2011,1131,2,0,27,5,1,0,1
1923,242035,2007,2011,868,18,1270,16,3,1,1,2
1924,225663,2007,2011,868,19,1270,16,3,1,1,2
1925,238938,2007,2011,868,15,1270,16,3,1,1,2
1926,230088,2007,2011,868,7,1270,16,3,1,1,2
1927,238938,2007,2011,868,19,1270,16,3,1,1,2
1928,373893,2007,2011,1519,23,1270,16,3,1,1,2
1929,153097,1986,2011,1131,2,0,27,5,1,0,1
1930,156637,1986,2011,1313,1,0,27,5,1,0,1
1931,237168,1986,2011,2092,1,0,27,5,1,0,1
1932,246017,2007,2011,868,22,1270,16,3,1,1,2
1933,325663,2007,2011,1387,19,1270,16,3,1,1,2
1934,238938,2007,2011,868,25,1270,16,3,1,1,2
1935,175221,2009,2011,914,3,203,5,2,1,0,1
1936,191150,2006,2011,811,17,184,0,2,1,1,2
1937,186725,2006,2011,910,5,184,0,2,1,1,2
1938,141592,2006,2011,910,5,184,0,2,1,1,2
1939,55752,1986,2011,508,3,18,2,5,1,1,3
1940,192035,2006,2011,914,12,536,11,1,1,1,1
1941,172566,2006,2011,818,22,536,11,1,1,1,1
1942,187610,2006,2011,818,13,536,11,1,1,1,1
1943,83185,1992,2011,644,16,79,8,5,1,1,4
1944,184070,1993,2011,1451,6,536,20,6,2,1,5
1945,176991,2008,2011,914,23,475,14,3,1,1,2
1946,66814,1992,2011,576,11,0,10,7,1,1,5
1947,132743,1993,2011,914,1,536,20,6,2,1,5
1948,152654,2005,2011,743,12,798,0,5,2,1,4
1949,243362,2007,2011,1103,20,524,10,2,2,2,2
1950,133628,1993,2011,914,18,536,20,6,2,1,5
1951,184070,1993,2011,1451,16,536,20,6,2,1,5
1952,165486,2005,2011,914,4,798,0,5,2,1,4
1953,104867,1993,2011,644,18,536,20,6,2,1,5
1954,165486,2008,2011,829,5,475,14,3,1,1,2
1955,193805,1993,2011,2337,15,536,20,6,2,1,5
1956,89380,1992,2011,644,19,79,8,5,1,1,4
1957,147787,2005,2011,743,10,798,0,5,2,1,4
1958,114159,1993,2011,644,18,536,20,6,2,1,5
1959,114159,2005,2011,572,1,798,0,5,2,1,4
1960,102212,2005,2011,572,12,798,0,5,2,1,4
1961,102212,2005,2011,572,7,798,0,5,2,1,4
1962,126548,1992,2011,914,19,79,8,5,1,1,4
1963,84070,1993,2011,644,9,536,20,6,2,1,5
1964,154867,1986,2011,1131,2,0,27,5,1,0,1
1965,243362,2007,2011,868,22,1270,16,3,1,1,2
1966,172566,2006,2011,903,6,181,11,3,1,1,3
1967,209734,2007,2011,868,11,1270,16,3,1,1,2
1968,166371,1986,2011,1131,7,0,27,5,1,0,1
1969,235398,2007,2011,868,16,1270,16,3,1,1,2
1970,58849,1997,2011,430,2,56,4,7,1,1,0
1971,57522,1986,2011,547,4,18,2,5,1,1,3
1972,307079,2006,2011,2056,8,536,11,1,1,1,1
1973,192035,2006,2011,818,13,536,11,1,1,1,1
1974,179646,1993,2011,1288,21,536,20,6,2,1,5
1975,218584,2005,2011,1184,19,798,0,5,2,1,4
1976,106194,1993,2011,644,17,536,20,6,2,1,5
1977,261061,2007,2011,1369,30,524,10,2,2,2,2
1978,192035,1993,2011,1761,6,536,20,6,2,1,5
1979,196460,2008,2011,829,21,475,14,3,1,1,2
1980,75221,1992,2011,576,9,0,10,7,1,1,5
1981,185840,2005,2011,914,11,798,0,5,2,1,4
1982,207079,2007,2011,914,18,524,10,2,2,2,2
1983,172566,2005,2011,914,9,798,0,5,2,1,4
1984,199115,2008,2011,829,21,475,14,3,1,1,2
1985,40265,1992,2011,355,12,0,10,7,1,1,5
1986,143362,1993,2011,914,25,536,20,6,2,1,5
1987,176991,1993,2011,2337,5,536,20,6,2,1,5
1988,141592,1993,2011,914,9,536,20,6,2,1,5
1989,246902,2007,2011,1394,27,524,10,2,2,2,2
1990,64601,1992,2011,576,4,0,10,7,1,1,5
1991,153097,2005,2011,743,3,798,0,5,2,1,4
1992,143362,1993,2011,914,20,536,20,6,2,1,5
1993,146902,1993,2011,914,4,536,20,6,2,1,5
1994,149292,1986,2011,914,7,0,27,5,1,0,1
1995,203539,2007,2011,868,8,1270,16,3,1,1,2
1996,181415,2006,2011,903,15,181,11,3,1,1,3
1997,163716,2006,2011,903,3,181,11,3,1,1,3
1998,172566,2006,2011,857,3,181,11,3,1,1,3
1999,163716,1986,2011,1377,1,0,27,5,1,0,1
2000,143362,1986,2011,914,9,0,27,5,1,0,1
2001,168141,1986,2011,1131,12,0,27,5,1,0,1
2002,230088,2007,2011,868,13,1270,16,3,1,1,2
2003,176991,1986,2011,1313,4,0,27,5,1,0,1
2004,184070,2006,2011,903,12,181,11,3,1,1,3
2005,210619,2007,2011,868,20,1270,16,3,1,1,2
2006,218584,2007,2011,868,13,1270,16,3,1,1,2
2007,220353,1986,2011,1377,8,0,27,5,1,0,1
2008,181415,2007,2011,868,9,1270,16,3,1,1,2
2009,57964,1997,2011,430,5,56,4,7,1,1,0
2010,61681,1997,2011,430,2,56,4,7,1,1,0
2011,75221,1997,2011,644,5,56,4,7,1,1,0
2012,216814,2006,2011,910,10,184,0,2,1,1,2
2013,172566,2006,2011,811,6,184,0,2,1,1,2
2014,188495,2006,2011,910,3,184,0,2,1,1,2
2015,194690,2006,2011,910,5,184,0,2,1,1,2
2016,119469,2003,2011,907,5,56,4,7,1,1,0
2017,432743,2007,2011,1629,16,605,5,4,1,1,1
2018,448672,2007,2011,1690,16,605,5,4,1,1,1
2019,435398,2007,2011,1690,7,605,5,4,1,1,1
2020,448672,2007,2011,1690,12,605,5,4,1,1,1
2021,448672,2007,2011,1690,14,605,5,4,1,1,1
2022,432743,2007,2011,1629,13,605,5,4,1,1,1
2023,378761,2006,2011,2056,13,536,11,1,1,1,1
2024,199115,2006,2011,914,12,536,11,1,1,1,1
2025,148672,2005,2011,743,14,798,0,5,2,1,4
2026,69026,1992,2011,576,15,0,10,7,1,1,5
2027,78761,1992,2011,576,12,0,10,7,1,1,5
2028,65486,1992,2011,576,11,0,10,7,1,1,5
2029,203539,1993,2011,2337,12,536,20,6,2,1,5
2030,97345,1992,2011,914,18,79,8,5,1,1,4
2031,112389,2005,2011,572,19,798,0,5,2,1,4
2032,135398,1993,2011,914,1,536,20,6,2,1,5
2033,176991,1993,2011,2337,2,536,20,6,2,1,5
2034,121681,2005,2011,572,18,798,0,5,2,1,4
2035,92920,1992,2011,644,14,79,8,5,1,1,4
2036,103097,1992,2011,644,19,79,8,5,1,1,4
2037,157522,2005,2011,743,22,798,0,5,2,1,4
2038,148672,1993,2011,914,18,536,20,6,2,1,5
2039,94690,1992,2011,644,15,79,8,5,1,1,4
2040,163716,2005,2011,743,15,798,0,5,2,1,4
2041,84955,1992,2011,644,5,79,8,5,1,1,4
2042,192035,2008,2011,829,3,475,14,3,1,1,2
2043,256637,2007,2011,1419,21,524,10,2,2,2,2
2044,247787,2007,2011,1394,3,524,10,2,2,2,2
2045,221238,1993,2011,1761,23,536,20,6,2,1,5
2046,150442,2006,2011,857,15,181,11,3,1,1,3
2047,163716,1986,2011,1131,4,0,27,5,1,0,1
2048,205309,2007,2011,868,7,1270,16,3,1,1,2
2049,161946,1986,2011,1313,6,0,27,5,1,0,1
2050,163716,1986,2011,1313,10,0,27,5,1,0,1
2051,219469,1986,2011,1377,11,0,27,5,1,0,1
2052,154867,1986,2011,1313,3,0,27,5,1,0,1
2053,178761,1986,2011,1131,9,0,27,5,1,0,1
2054,221238,2007,2011,868,5,1270,16,3,1,1,2
2055,225663,2007,2011,868,18,1270,16,3,1,1,2
2056,327433,2007,2011,1387,30,1270,16,3,1,1,2
